record,row,y_mm,valid,A_mm,B_mm,C_mm,D_mm,diag1_M1_M2_mm,diag2_M3_M4_mm,stick_length_mm,P1_x,P1_z,P2_x,P2_z,P3_x,P3_z,P4_x,P4_z,M1_x,M1_z,M2_x,M2_z,M3_x,M3_z,M4_x,M4_z,obj1_angle_deg,obj2_angle_deg,obj3_angle_deg,obj4_angle_deg,obj1_verticality_error_deg,obj2_verticality_error_deg,obj3_verticality_error_deg,obj4_verticality_error_deg,obj1_chamfer_mm,obj2_chamfer_mm,obj3_chamfer_mm,obj4_chamfer_mm,obj1_projection_x_mm,obj1_projection_z_mm,obj2_projection_x_mm,obj2_projection_z_mm,obj3_projection_x_mm,obj3_projection_z_mm,obj4_projection_x_mm,obj4_projection_z_mm,note
slice,13834,610.178392,True,210.207289,103.941965,209.882071,106.338407,232.81233,233.142025,826.40452,210.079998,103.803581,0.151084,-1.154793,-0.122764,105.183261,210.030694,-0.138372,209.380134,103.153589,0.859837,-0.388029,0.603212,104.431199,209.316348,0.536874,89.936285,89.877035,89.98135,89.920446,0.063715,0.122965,0.01865,0.079554,1.785048,1.860881,1.7851,1.830004,1.785,0.013058,1.86,0.057249,1.785,0.018887,1.83,0.003842,
slice,14038,620.158059,True,210.206068,103.949799,209.894701,106.328806,232.825758,233.140283,826.40452,210.079671,103.813576,0.142128,-1.152352,-0.12198,105.176126,210.03437,-0.136213,209.386741,103.160291,0.856547,-0.391588,0.601871,104.421864,209.317256,0.535968,89.927931,89.869401,89.964849,89.924353,0.072069,0.130599,0.035151,0.075647,1.785057,1.860702,1.800054,1.830004,1.785,0.014276,1.86,0.051112,1.8,0.013952,1.83,0.00378,
slice,14242,630.137727,True,210.201936,103.965305,209.902443,106.319036,232.834944,233.132543,826.40452,210.081308,103.823287,0.13333,-1.144031,-0.116284,105.174712,210.033381,-0.142007,209.381292,103.176129,0.840739,-0.375543,0.605799,104.417869,209.311909,0.530709,89.941151,89.89236,89.981755,89.903796,0.058849,0.10764,0.018245,0.096204,1.785024,1.845869,1.800109,1.845004,1.785,0.009341,1.845,0.056646,1.8,0.019837,1.845,0.003951,
slice,14446,640.117394,True,210.195132,103.975752,209.9178,106.31204,232.842067,233.128804,826.40452,210.07769,103.837363,0.122394,-1.143439,-0.113228,105.168341,210.037788,-0.138381,209.382869,103.188411,0.844128,-0.382925,0.610756,104.412827,209.321154,0.542674,89.938097,89.870761,89.946168,89.897343,0.061903,0.129239,0.053832,0.102657,1.770058,1.86076,1.800145,1.845003,1.77,0.014388,1.86,0.053184,1.8,0.022873,1.845,0.003315,
slice,14650,650.097062,True,210.191287,103.989743,209.923648,106.291704,232.85522,233.126714,826.40452,210.079731,103.846317,0.114846,-1.132653,-0.107459,105.158819,210.036163,-0.143418,209.389197,103.194829,0.830056,-0.365001,0.610411,104.402479,209.319282,0.533946,89.934804,89.882539,89.992834,89.918756,0.065196,0.117461,0.007166,0.081244,1.770054,1.845811,1.785247,1.830004,1.77,0.013833,1.845,0.054721,1.785,0.029668,1.83,0.003958,
slice,14854,660.076729,True,210.186555,103.998925,209.931547,106.287238,232.859577,233.120056,826.40452,210.075509,103.858444,0.108184,-1.130246,-0.107036,105.156774,210.037398,-0.140473,209.386721,103.203,0.824351,-0.360124,0.613475,104.399363,209.317396,0.535829,89.929041,89.888634,89.982278,89.926313,0.070959,0.111366,0.017722,0.073687,1.785075,1.860887,1.815182,1.830004,1.785,0.01631,1.86,0.057439,1.815,0.025671,1.83,0.003776,
slice,15058,670.056396,True,210.18379,104.015826,209.937354,106.27988,232.867334,233.118963,826.40452,210.076263,103.868527,0.101373,-1.125109,-0.103593,105.154574,210.036449,-0.147292,209.380374,103.217928,0.815841,-0.358281,0.618532,104.404917,209.314588,0.528034,89.931909,89.89791,89.978589,89.919867,0.068091,0.10209,0.021411,0.080133,1.785064,1.845831,1.800251,1.845004,1.785,0.015092,1.845,0.05538,1.8,0.030076,1.845,0.003869,
slice,15262,680.036064,True,210.185498,104.027897,209.938615,106.263086,232.871285,233.127713,826.40452,210.0775,103.877441,0.095216,-1.11751,-0.104173,105.145389,210.031603,-0.150446,209.38434,103.221951,0.813282,-0.350001,0.608671,104.393551,209.31831,0.524319,89.944986,89.88767,89.980523,89.927765,0.055014,0.11233,0.019477,0.072235,1.785028,1.860803,1.8002,1.815001,1.785,0.010081,1.86,0.054656,1.8,0.026863,1.815,0.001832,
slice,15466,690.015731,True,210.19651,104.042133,209.938782,106.253921,232.869805,233.117195,826.40452,210.086054,103.883847,0.091769,-1.10941,-0.106677,105.144326,210.028396,-0.15827,209.382611,103.23088,0.816117,-0.346934,0.61893,104.393813,209.313704,0.51832,89.952587,89.896535,89.967388,89.940103,0.047413,0.103465,0.032612,0.059897,1.800024,1.860836,1.815107,1.830015,1.8,0.009374,1.86,0.055762,1.815,0.019693,1.83,0.007394,
slice,15670,699.995399,True,210.196006,104.058355,209.942456,106.233272,232.875982,233.12262,826.40452,210.086043,103.893733,0.086666,-1.097308,-0.106293,105.135789,210.02705,-0.164606,209.388635,103.23699,0.810385,-0.331038,0.606501,104.38506,209.305312,0.505503,89.947364,89.894554,89.998144,89.955844,0.052636,0.105446,0.001856,0.044156,1.800084,1.860698,1.785109,1.830006,1.8,0.017414,1.86,0.050964,1.785,0.019749,1.83,0.004537,
slice,15874,709.975066,True,210.214054,104.064327,209.935975,106.222308,232.886776,233.129039,826.40452,210.095535,103.890342,0.088213,-1.088377,-0.114841,105.133737,210.022197,-0.173959,209.406363,103.233606,0.812985,-0.328225,0.59926,104.381727,209.306372,0.504444,89.9302,89.889515,89.975512,89.93535,0.0698,0.110485,0.024488,0.06465,1.770064,1.860725,1.800215,1.830007,1.77,0.015086,1.86,0.051921,1.8,0.027816,1.83,0.005131,
slice,16078,719.954734,True,210.210675,104.081057,209.939868,106.203548,232.882067,233.126419,826.40452,210.092839,103.900034,0.085405,-1.076337,-0.114256,105.127023,210.023365,-0.181,209.397264,103.245742,0.807268,-0.312312,0.603638,104.377274,209.3053,0.494917,89.937653,89.881813,89.978862,89.929038,0.062347,0.118187,0.021138,0.070962,1.770032,1.860898,1.800148,1.845023,1.77,0.010618,1.86,0.057797,1.8,0.023109,1.845,0.009143,
slice,16282,729.934401,True,210.222109,104.089607,209.941075,106.195988,232.880542,233.144759,826.40452,210.102035,103.901363,0.085142,-1.068279,-0.116499,105.127517,210.024372,-0.188215,209.399204,103.24771,0.810274,-0.309061,0.593591,104.376796,209.312432,0.487798,89.955863,89.884568,89.986378,89.951368,0.044137,0.115432,0.013622,0.048632,1.80003,1.860865,1.785206,1.815004,1.8,0.010441,1.86,0.056748,1.785,0.027089,1.815,0.003651,
slice,16486,739.914068,True,210.226711,104.09885,209.944674,106.180501,232.884305,233.138589,826.40452,210.101478,103.906178,0.082942,-1.059965,-0.121727,105.120339,210.025825,-0.192645,209.397562,103.256727,0.802247,-0.295646,0.604267,104.376634,209.315014,0.48522,89.94178,89.867665,89.955813,89.946802,0.05822,0.132335,0.044187,0.053198,1.785024,1.860863,1.800078,1.815011,1.785,0.00924,1.86,0.056681,1.8,0.016796,1.815,0.006401,
slice,16690,749.893736,True,210.24074,104.107927,209.946969,106.164599,232.882957,233.150495,826.40452,210.111847,103.903055,0.084649,-1.047195,-0.125388,105.117196,210.029928,-0.20484,209.411186,103.24918,0.809653,-0.287635,0.589822,104.369932,209.312953,0.476681,89.941822,89.881744,89.980636,89.933954,0.058178,0.118256,0.019364,0.066046,1.785022,1.860694,1.800173,1.830004,1.785,0.008897,1.86,0.050803,1.8,0.024974,1.83,0.003979,
slice,16894,759.873403,True,210.253019,104.120048,209.948989,106.142048,232.878401,233.153499,826.40452,210.117331,103.909624,0.085544,-1.03371,-0.132272,105.108115,210.032919,-0.21039,209.414273,103.252311,0.812414,-0.2736,0.594238,104.365439,209.319639,0.470006,89.965071,89.882183,89.971844,89.941775,0.034929,0.117817,0.028156,0.058225,1.78504,1.875824,1.80005,1.830004,1.785,0.011883,1.875,0.055592,1.8,0.013438,1.83,0.003865,
slice,17098,769.853071,True,210.270817,104.124211,209.946117,106.128718,232.87943,233.16172,826.40452,210.127472,103.904256,0.08915,-1.024786,-0.139924,105.103685,210.033724,-0.219913,209.427645,103.244509,0.817848,-0.267721,0.584616,104.353831,209.323206,0.466446,89.948939,89.880987,89.960722,89.948139,0.051061,0.119013,0.039278,0.051861,1.78506,1.875788,1.800111,1.830005,1.785,0.014633,1.875,0.054349,1.8,0.019963,1.83,0.004098,
slice,17302,779.832738,True,210.281919,104.133293,209.94702,106.106465,232.874878,233.177936,826.40452,210.130298,103.906075,0.093057,-1.010047,-0.148253,105.096144,210.038617,-0.227177,209.428161,103.245032,0.814525,-0.249218,0.572911,104.34434,209.330643,0.459022,89.954609,89.876986,89.969662,89.931978,0.045391,0.123014,0.030338,0.068022,1.78506,1.875706,1.800083,1.830002,1.785,0.014582,1.875,0.051443,1.8,0.017293,1.83,0.002893,
mean,,,True,210.366424,103.951098,209.686277,106.346218,232.597503,233.329346,826.40452,210.059641,103.667298,0.331821,-1.154714,-0.301209,105.189082,210.016246,-0.283789,209.362219,103.02674,1.020353,-0.39117,0.445165,104.426644,209.298911,0.394475,89.941303,89.893334,89.975885,89.939863,0.058697,0.106666,0.024115,0.060137,1.782851,1.866454,1.797754,1.830609,1.7828,0.01289,1.8656,0.056375,1.7976,0.022872,1.8306,0.005172,
min,,,True,210.18379,103.866271,209.332565,106.106465,232.237324,233.117195,826.40452,210.00045,103.430019,0.082942,-1.213121,-0.619964,105.096144,209.972504,-0.562428,209.306668,102.797514,0.802247,-0.442492,0.164479,104.34434,209.249146,0.127083,89.91991,89.867665,89.941756,89.897343,0.034929,0.083753,0.001011,0.024276,1.770008,1.845758,1.770046,1.815001,1.77,0.005427,1.845,0.050426,1.77,0.012402,1.815,0.000295,
max,,,True,210.643915,104.133293,209.948989,106.442123,232.886776,233.665522,826.40452,210.130298,103.909624,0.640772,-1.010047,-0.103593,105.23237,210.038617,-0.135439,209.428161,103.256727,1.275847,-0.249218,0.61893,104.4721,209.330643,0.542674,89.965071,89.916247,89.998989,89.975724,0.08009,0.132335,0.058244,0.102657,1.800084,1.89108,1.815279,1.845033,1.8,0.022899,1.89,0.063901,1.815,0.031814,1.845,0.012535,
range,,,True,0.460125,0.267022,0.616424,0.335658,0.649452,0.548327,0.0,0.129848,0.479605,0.55783,0.203074,0.516371,0.136226,0.066113,0.426989,0.121493,0.459213,0.4736,0.193274,0.454451,0.12776,0.081497,0.415591,0.045161,0.048582,0.057233,0.078381,0.045161,0.048582,0.057233,0.078381,0.030076,0.045322,0.045233,0.030032,0.03,0.017472,0.045,0.013475,0.045,0.019412,0.03,0.01224,
std,,,True,0.140749,0.067495,0.186315,0.078158,0.210654,0.178957,0.0,0.02967,0.147415,0.176112,0.043738,0.163273,0.034574,0.016434,0.134081,0.029012,0.138547,0.153038,0.042454,0.142073,0.02861,0.017484,0.128907,0.008623,0.012183,0.012816,0.015026,0.008623,0.012183,0.012816,0.015026,0.007621,0.013155,0.01069,0.008981,0.007626,0.003858,0.013139,0.003016,0.010688,0.005373,0.00898,0.002717,
